year,week,lon,lat,gear,effort,taxon,tax_code,landings,length_class,filename,quarterx,countryx
2012,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.2697,O15M,DCF_landings,3,ENG
2012,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.01,O15M,DCF_landings,3,BEL
2012,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.0518,O15M,DCF_landings,4,ENG
2012,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.117,O15M,DCF_landings,4,BEL
2012,NA,-6.5,51.25,BT2,NA,Pollack,POL,0.125,O15M,DCF_landings,2,BEL
2012,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.395,O15M,DCF_landings,1,BEL
2012,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.0024,O15M,DCF_landings,2,ENG
2012,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.205,O15M,DCF_landings,2,BEL
2012,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.207,O15M,DCF_landings,3,BEL
2012,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.0003,O15M,DCF_landings,4,ENG
2012,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.49,O15M,DCF_landings,4,BEL
2012,NA,-6.5,51.75,BT2,NA,Pollack,POL,0.076,O15M,DCF_landings,1,BEL
2012,NA,-6.5,51.75,BT2,NA,Pollack,POL,0.076,O15M,DCF_landings,4,BEL
2012,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.041,O15M,DCF_landings,2,BEL
2012,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.0009,O15M,DCF_landings,3,ENG
2012,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.05,O15M,DCF_landings,4,BEL
2013,NA,-7.5,48.25,BT2,NA,Pollack,POL,0.0749,O15M,DCF_landings,1,ENG
2013,NA,-7.5,48.25,BT2,NA,Pollack,POL,0.0234,O15M,DCF_landings,2,ENG
2013,NA,-6.5,48.25,BT2,NA,Pollack,POL,0.0914,O15M,DCF_landings,1,ENG
2013,NA,-6.5,48.25,BT2,NA,Pollack,POL,0.0006,O15M,DCF_landings,2,ENG
2013,NA,-7.5,48.75,BT2,NA,Pollack,POL,0.0395,O15M,DCF_landings,1,ENG
2013,NA,-7.5,48.75,BT2,NA,Pollack,POL,0.0183,O15M,DCF_landings,2,ENG
2013,NA,-7.5,48.75,BT2,NA,Pollack,POL,0.0064,O15M,DCF_landings,3,ENG
2013,NA,-7.5,48.75,BT2,NA,Pollack,POL,0.0006,O15M,DCF_landings,4,ENG
2013,NA,-6.5,48.75,BT2,NA,Pollack,POL,0.7807,O15M,DCF_landings,1,ENG
2013,NA,-6.5,48.75,BT2,NA,Pollack,POL,0.0221,O15M,DCF_landings,2,ENG
2013,NA,-6.5,48.75,BT2,NA,Pollack,POL,0.0238,O15M,DCF_landings,3,ENG
2013,NA,-6.5,48.75,BT2,NA,Pollack,POL,0.0798,O15M,DCF_landings,4,ENG
2013,NA,-5.5,48.75,BT2,NA,Pollack,POL,0.0132,O15M,DCF_landings,1,ENG
2013,NA,-5.5,48.75,BT2,NA,Pollack,POL,0.003,O15M,DCF_landings,3,ENG
2013,NA,-5.5,48.75,BT2,NA,Pollack,POL,0.0043,O15M,DCF_landings,4,ENG
2013,NA,-7.5,49.25,BT2,NA,Pollack,POL,0.001,O15M,DCF_landings,2,ENG
2013,NA,-7.5,49.25,BT2,NA,Pollack,POL,0.0151,O15M,DCF_landings,3,ENG
2013,NA,-7.5,49.25,BT2,NA,Pollack,POL,0.0143,O15M,DCF_landings,4,ENG
2013,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.1778,O15M,DCF_landings,1,ENG
2013,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.2402,O15M,DCF_landings,2,ENG
2013,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.3313,O15M,DCF_landings,3,ENG
2013,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.2945,O15M,DCF_landings,4,ENG
2013,NA,-5.5,49.25,BT2,NA,Pollack,POL,0.8191,O15M,DCF_landings,1,ENG
2013,NA,-5.5,49.25,BT2,NA,Pollack,POL,0.0349,O15M,DCF_landings,2,ENG
2013,NA,-5.5,49.25,BT2,NA,Pollack,POL,0.4694,O15M,DCF_landings,3,ENG
2013,NA,-5.5,49.25,BT2,NA,Pollack,POL,0.4488,O15M,DCF_landings,4,ENG
2013,NA,-7.5,49.75,BT2,NA,Pollack,POL,0.0131,O15M,DCF_landings,2,ENG
2013,NA,-7.5,49.75,BT2,NA,Pollack,POL,0.0204,O15M,DCF_landings,3,ENG
2013,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.0029,O15M,DCF_landings,1,ENG
2013,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.3072,O15M,DCF_landings,2,ENG
2013,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.2421,O15M,DCF_landings,3,ENG
2013,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.0741,O15M,DCF_landings,4,ENG
2013,NA,-5.5,49.75,BT2,NA,Pollack,POL,0.8808,O15M,DCF_landings,1,ENG
2013,NA,-5.5,49.75,BT2,NA,Pollack,POL,0.7136,O15M,DCF_landings,2,ENG
2013,NA,-5.5,49.75,BT2,NA,Pollack,POL,0.3617,O15M,DCF_landings,3,ENG
2013,NA,-5.5,49.75,BT2,NA,Pollack,POL,0.237,O15M,DCF_landings,4,ENG
2013,NA,-7.5,50.25,BT2,NA,Pollack,POL,0.014,O15M,DCF_landings,1,BEL
2013,NA,-7.5,50.25,BT2,NA,Pollack,POL,0.0196,O15M,DCF_landings,2,ENG
2013,NA,-7.5,50.25,BT2,NA,Pollack,POL,0.0181,O15M,DCF_landings,3,ENG
2013,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.3958,O15M,DCF_landings,1,ENG
2013,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.782,O15M,DCF_landings,1,BEL
2013,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.0703,O15M,DCF_landings,2,ENG
2013,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.5,O15M,DCF_landings,2,BEL
2013,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.1351,O15M,DCF_landings,3,ENG
2013,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.0834,O15M,DCF_landings,4,ENG
2013,NA,-5.5,50.25,BT2,NA,Pollack,POL,1.3937,O15M,DCF_landings,1,ENG
2013,NA,-5.5,50.25,BT2,NA,Pollack,POL,1.63,O15M,DCF_landings,1,BEL
2013,NA,-5.5,50.25,BT2,NA,Pollack,POL,0.462,O15M,DCF_landings,2,ENG
2013,NA,-5.5,50.25,BT2,NA,Pollack,POL,0.07,O15M,DCF_landings,2,BEL
2013,NA,-5.5,50.25,BT2,NA,Pollack,POL,0.1974,O15M,DCF_landings,3,ENG
2013,NA,-5.5,50.25,BT2,NA,Pollack,POL,0.0061,O15M,DCF_landings,4,ENG
2013,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.198,O15M,DCF_landings,1,ENG
2013,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.654,O15M,DCF_landings,1,BEL
2013,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.0155,O15M,DCF_landings,2,ENG
2013,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.042,O15M,DCF_landings,2,BEL
2013,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.0643,O15M,DCF_landings,3,ENG
2013,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.0662,O15M,DCF_landings,4,ENG
2013,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.3071,O15M,DCF_landings,1,ENG
2013,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.947,O15M,DCF_landings,1,BEL
2013,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.573,O15M,DCF_landings,2,ENG
2013,NA,-5.5,50.75,BT2,NA,Pollack,POL,1.18,O15M,DCF_landings,2,BEL
2013,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.1884,O15M,DCF_landings,3,ENG
2013,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.186,O15M,DCF_landings,3,BEL
2013,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.0301,O15M,DCF_landings,4,ENG
2013,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.624,O15M,DCF_landings,4,BEL
2013,NA,-6.5,51.25,BT2,NA,Pollack,POL,0.051,O15M,DCF_landings,2,BEL
2013,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.673,O15M,DCF_landings,1,BEL
2013,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.279,O15M,DCF_landings,2,BEL
2013,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.0003,O15M,DCF_landings,3,ENG
2013,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.095,O15M,DCF_landings,3,BEL
2013,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.013,O15M,DCF_landings,4,BEL
2013,NA,-6.5,51.75,BT2,NA,Pollack,POL,0.118,O15M,DCF_landings,1,BEL
2013,NA,-6.5,51.75,BT2,NA,Pollack,POL,0.155,O15M,DCF_landings,2,BEL
2013,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.187,O15M,DCF_landings,1,BEL
2013,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.0023,O15M,DCF_landings,2,ENG
2013,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.0006,O15M,DCF_landings,3,ENG
2013,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.007,O15M,DCF_landings,4,BEL
2014,NA,-6.5,48.25,BT2,NA,Pollack,POL,0.3687,O15M,DCF_landings,1,ENG
2014,NA,-6.5,48.25,BT2,NA,Pollack,POL,0.0558,O15M,DCF_landings,2,ENG
2014,NA,-7.5,48.75,BT2,NA,Pollack,POL,0.0561,O15M,DCF_landings,1,ENG
2014,NA,-7.5,48.75,BT2,NA,Pollack,POL,0.115,O15M,DCF_landings,2,ENG
2014,NA,-7.5,48.75,BT2,NA,Pollack,POL,0.0603,O15M,DCF_landings,3,ENG
2014,NA,-7.5,48.75,BT2,NA,Pollack,POL,0.015,O15M,DCF_landings,4,ENG
2014,NA,-6.5,48.75,BT2,NA,Pollack,POL,3.0295,O15M,DCF_landings,1,ENG
2014,NA,-6.5,48.75,BT2,NA,Pollack,POL,0.5403,O15M,DCF_landings,2,ENG
2014,NA,-6.5,48.75,BT2,NA,Pollack,POL,0.1452,O15M,DCF_landings,3,ENG
2014,NA,-6.5,48.75,BT2,NA,Pollack,POL,0.0595,O15M,DCF_landings,4,ENG
2014,NA,-5.5,48.75,BT2,NA,Pollack,POL,0.6184,O15M,DCF_landings,1,ENG
2014,NA,-5.5,48.75,BT2,NA,Pollack,POL,0.3158,O15M,DCF_landings,2,ENG
2014,NA,-5.5,48.75,BT2,NA,Pollack,POL,0.2707,O15M,DCF_landings,3,ENG
2014,NA,-5.5,48.75,BT2,NA,Pollack,POL,0.001,O15M,DCF_landings,3,BEL
2014,NA,-5.5,48.75,BT2,NA,Pollack,POL,0.0058,O15M,DCF_landings,4,ENG
2014,NA,-8.5,49.25,BT2,NA,Pollack,POL,0.0025,O15M,DCF_landings,2,ENG
2014,NA,-7.5,49.25,BT2,NA,Pollack,POL,0.0338,O15M,DCF_landings,2,ENG
2014,NA,-7.5,49.25,BT2,NA,Pollack,POL,0.0704,O15M,DCF_landings,3,ENG
2014,NA,-7.5,49.25,BT2,NA,Pollack,POL,0.0125,O15M,DCF_landings,4,ENG
2014,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.3956,O15M,DCF_landings,1,ENG
2014,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.8827,O15M,DCF_landings,2,ENG
2014,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.004,O15M,DCF_landings,2,BEL
2014,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.6953,O15M,DCF_landings,3,ENG
2014,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.021,O15M,DCF_landings,3,BEL
2014,NA,-6.5,49.25,BT2,NA,Pollack,POL,0.1187,O15M,DCF_landings,4,ENG
2014,NA,-5.5,49.25,BT2,NA,Pollack,POL,1.2074,O15M,DCF_landings,1,ENG
2014,NA,-5.5,49.25,BT2,NA,Pollack,POL,0.06,O15M,DCF_landings,1,BEL
2014,NA,-5.5,49.25,BT2,NA,Pollack,POL,1.2757,O15M,DCF_landings,2,ENG
2014,NA,-5.5,49.25,BT2,NA,Pollack,POL,1.7256,O15M,DCF_landings,3,ENG
2014,NA,-5.5,49.25,BT2,NA,Pollack,POL,0.001,O15M,DCF_landings,3,BEL
2014,NA,-5.5,49.25,BT2,NA,Pollack,POL,0.3202,O15M,DCF_landings,4,ENG
2014,NA,-5.5,49.25,BT2,NA,Pollack,POL,0.001,O15M,DCF_landings,4,BEL
2014,NA,-8.5,49.75,BT2,NA,Pollack,POL,0.0015,O15M,DCF_landings,2,ENG
2014,NA,-7.5,49.75,BT2,NA,Pollack,POL,0.117,O15M,DCF_landings,1,BEL
2014,NA,-7.5,49.75,BT2,NA,Pollack,POL,0.0108,O15M,DCF_landings,2,ENG
2014,NA,-7.5,49.75,BT2,NA,Pollack,POL,0.013,O15M,DCF_landings,2,BEL
2014,NA,-7.5,49.75,BT2,NA,Pollack,POL,0.0022,O15M,DCF_landings,3,ENG
2014,NA,-7.5,49.75,BT2,NA,Pollack,POL,0.003,O15M,DCF_landings,3,BEL
2014,NA,-7.5,49.75,BT2,NA,Pollack,POL,0.0006,O15M,DCF_landings,4,ENG
2014,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.1173,O15M,DCF_landings,1,ENG
2014,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.3666,O15M,DCF_landings,2,ENG
2014,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.005,O15M,DCF_landings,2,BEL
2014,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.5848,O15M,DCF_landings,3,ENG
2014,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.003,O15M,DCF_landings,3,BEL
2014,NA,-6.5,49.75,BT2,NA,Pollack,POL,0.0211,O15M,DCF_landings,4,ENG
2014,NA,-5.5,49.75,BT2,NA,Pollack,POL,1.4256,O15M,DCF_landings,1,ENG
2014,NA,-5.5,49.75,BT2,NA,Pollack,POL,0.015,O15M,DCF_landings,1,BEL
2014,NA,-5.5,49.75,BT2,NA,Pollack,POL,0.5909,O15M,DCF_landings,2,ENG
2014,NA,-5.5,49.75,BT2,NA,Pollack,POL,0.9163,O15M,DCF_landings,3,ENG
2014,NA,-5.5,49.75,BT2,NA,Pollack,POL,0.009,O15M,DCF_landings,3,BEL
2014,NA,-5.5,49.75,BT2,NA,Pollack,POL,0.249,O15M,DCF_landings,4,ENG
2014,NA,-5.5,49.75,BT2,NA,Pollack,POL,0,O15M,DCF_landings,4,BEL
2014,NA,-7.5,50.25,BT2,NA,Pollack,POL,0.0132,O15M,DCF_landings,2,ENG
2014,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.8413,O15M,DCF_landings,1,ENG
2014,NA,-6.5,50.25,BT2,NA,Pollack,POL,2.5146,O15M,DCF_landings,2,ENG
2014,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.081,O15M,DCF_landings,2,BEL
2014,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.0183,O15M,DCF_landings,3,ENG
2014,NA,-6.5,50.25,BT2,NA,Pollack,POL,0.0614,O15M,DCF_landings,4,ENG
2014,NA,-5.5,50.25,BT2,NA,Pollack,POL,14.9106,O15M,DCF_landings,1,ENG
2014,NA,-5.5,50.25,BT2,NA,Pollack,POL,10.342,O15M,DCF_landings,1,BEL
2014,NA,-5.5,50.25,BT2,NA,Pollack,POL,9.9159,O15M,DCF_landings,2,ENG
2014,NA,-5.5,50.25,BT2,NA,Pollack,POL,5.136,O15M,DCF_landings,2,BEL
2014,NA,-5.5,50.25,BT2,NA,Pollack,POL,0.0016,O15M,DCF_landings,4,ENG
2014,NA,-5.5,50.25,BT2,NA,Pollack,POL,0,O15M,DCF_landings,4,BEL
2014,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.1676,O15M,DCF_landings,1,ENG
2014,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.41,O15M,DCF_landings,1,BEL
2014,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.0472,O15M,DCF_landings,2,ENG
2014,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.066,O15M,DCF_landings,2,BEL
2014,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.003,O15M,DCF_landings,3,ENG
2014,NA,-6.5,50.75,BT2,NA,Pollack,POL,0.002,O15M,DCF_landings,3,BEL
2014,NA,-6.5,50.75,BT2,NA,Pollack,POL,0,O15M,DCF_landings,4,BEL
2014,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.5805,O15M,DCF_landings,1,ENG
2014,NA,-5.5,50.75,BT2,NA,Pollack,POL,10.154,O15M,DCF_landings,1,BEL
2014,NA,-5.5,50.75,BT2,NA,Pollack,POL,6.5783,O15M,DCF_landings,2,ENG
2014,NA,-5.5,50.75,BT2,NA,Pollack,POL,24.125,O15M,DCF_landings,2,BEL
2014,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.072,O15M,DCF_landings,3,BEL
2014,NA,-5.5,50.75,BT2,NA,Pollack,POL,0.037,O15M,DCF_landings,4,BEL
2014,NA,-6.5,51.25,BT2,NA,Pollack,POL,0.101,O15M,DCF_landings,1,BEL
2014,NA,-6.5,51.25,BT2,NA,Pollack,POL,0.0015,O15M,DCF_landings,3,ENG
2014,NA,-6.5,51.25,BT2,NA,Pollack,POL,0.008,O15M,DCF_landings,4,BEL
2014,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.507,O15M,DCF_landings,1,BEL
2014,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.0003,O15M,DCF_landings,2,ENG
2014,NA,-5.5,51.25,BT2,NA,Pollack,POL,1.236,O15M,DCF_landings,2,BEL
2014,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.231,O15M,DCF_landings,3,BEL
2014,NA,-5.5,51.25,BT2,NA,Pollack,POL,0.045,O15M,DCF_landings,4,BEL
2014,NA,-7.5,51.75,BT2,NA,Pollack,POL,0.284,O15M,DCF_landings,2,BEL
2014,NA,-6.5,51.75,BT2,NA,Pollack,POL,0.164,O15M,DCF_landings,1,BEL
2014,NA,-6.5,51.75,BT2,NA,Pollack,POL,1.529,O15M,DCF_landings,2,BEL
2014,NA,-6.5,51.75,BT2,NA,Pollack,POL,0.006,O15M,DCF_landings,3,BEL
2014,NA,-6.5,51.75,BT2,NA,Pollack,POL,0.004,O15M,DCF_landings,4,BEL
2014,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.08,O15M,DCF_landings,1,BEL
2014,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.0036,O15M,DCF_landings,2,ENG
2014,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.002,O15M,DCF_landings,2,BEL
2014,NA,-5.5,51.75,BT2,NA,Pollack,POL,0.006,O15M,DCF_landings,4,BEL
2006,NA,-5.5,49.75,DREDGE,NA,Pollack,POL,0.0007,O15M,DCF_landings,3,ENG
2011,NA,-5.5,49.75,DREDGE,NA,Pollack,POL,0.0006,O15M,DCF_landings,3,ENG
2013,NA,-5.5,49.25,DREDGE,NA,Pollack,POL,0.0002,O15M,DCF_landings,2,ENG
2013,NA,-5.5,50.75,DREDGE,NA,Pollack,POL,0.0023,O15M,DCF_landings,3,ENG
2006,NA,-7.5,48.25,GN1,NA,Pollack,POL,0.2515,O15M,DCF_landings,2,ENG
2006,NA,-6.5,48.25,GN1,NA,Pollack,POL,47.9362,O15M,DCF_landings,2,ENG
2006,NA,-6.5,48.25,GN1,NA,Pollack,POL,11.8998,O15M,DCF_landings,3,ENG
2006,NA,-5.5,48.25,GN1,NA,Pollack,POL,1.6579,O15M,DCF_landings,2,ENG
2006,NA,-5.5,48.25,GN1,NA,Pollack,POL,24.6061,O15M,DCF_landings,3,ENG
2006,NA,-5.5,48.25,GN1,NA,Pollack,POL,76.3253,O15M,DCF_landings,4,ENG
2006,NA,-9.5,48.75,GN1,NA,Pollack,POL,0.0535,O15M,DCF_landings,1,ENG
2006,NA,-7.5,48.75,GN1,NA,Pollack,POL,1.3212,O15M,DCF_landings,3,ENG
2006,NA,-5.5,48.75,GN1,NA,Pollack,POL,7.7118,O15M,DCF_landings,1,ENG
2006,NA,-5.5,48.75,GN1,NA,Pollack,POL,0.9398,O15M,DCF_landings,2,ENG
2006,NA,-5.5,48.75,GN1,NA,Pollack,POL,0.9457,O15M,DCF_landings,3,ENG
2006,NA,-5.5,48.75,GN1,NA,Pollack,POL,1.1386,O15M,DCF_landings,4,ENG
2006,NA,-10.5,49.25,GN1,NA,Pollack,POL,0.0318,O15M,DCF_landings,3,ENG
2006,NA,-7.5,49.25,GN1,NA,Pollack,POL,0.0043,O15M,DCF_landings,2,ENG
2006,NA,-6.5,49.25,GN1,NA,Pollack,POL,9.7488,O15M,DCF_landings,1,ENG
2006,NA,-6.5,49.25,GN1,NA,Pollack,POL,2.4988,O15M,DCF_landings,2,ENG
2006,NA,-6.5,49.25,GN1,NA,Pollack,POL,0.041,O15M,DCF_landings,3,ENG
2006,NA,-5.5,49.25,GN1,NA,Pollack,POL,78.1033,O15M,DCF_landings,1,ENG
2006,NA,-5.5,49.25,GN1,NA,Pollack,POL,0.3043,O15M,DCF_landings,2,ENG
2006,NA,-5.5,49.25,GN1,NA,Pollack,POL,0.1017,O15M,DCF_landings,3,ENG
2006,NA,-5.5,49.25,GN1,NA,Pollack,POL,13.3333,O15M,DCF_landings,4,ENG
2006,NA,-9.5,49.75,GN1,NA,Pollack,POL,4.4446,O15M,DCF_landings,4,ENG
2006,NA,-8.5,49.75,GN1,NA,Pollack,POL,1.2531,O15M,DCF_landings,2,ENG
2006,NA,-8.5,49.75,GN1,NA,Pollack,POL,1.2116,O15M,DCF_landings,3,ENG
2006,NA,-7.5,49.75,GN1,NA,Pollack,POL,0.0592,O15M,DCF_landings,2,ENG
2006,NA,-7.5,49.75,GN1,NA,Pollack,POL,0.4443,O15M,DCF_landings,3,ENG
2006,NA,-6.5,49.75,GN1,NA,Pollack,POL,20.2783,O15M,DCF_landings,1,ENG
2006,NA,-6.5,49.75,GN1,NA,Pollack,POL,1.3215,O15M,DCF_landings,2,ENG
2006,NA,-6.5,49.75,GN1,NA,Pollack,POL,0.4442,O15M,DCF_landings,3,ENG
2006,NA,-6.5,49.75,GN1,NA,Pollack,POL,12.7784,O15M,DCF_landings,4,ENG
2006,NA,-5.5,49.75,GN1,NA,Pollack,POL,70.0687,O15M,DCF_landings,1,ENG
2006,NA,-5.5,49.75,GN1,NA,Pollack,POL,0.1982,O15M,DCF_landings,2,ENG
2006,NA,-5.5,49.75,GN1,NA,Pollack,POL,0.2405,O15M,DCF_landings,3,ENG
2006,NA,-5.5,49.75,GN1,NA,Pollack,POL,4.1028,O15M,DCF_landings,4,ENG
2006,NA,-10.5,50.25,GN1,NA,Pollack,POL,1.0979,O15M,DCF_landings,2,ENG
2006,NA,-9.5,50.25,GN1,NA,Pollack,POL,0.7991,O15M,DCF_landings,1,ENG
2006,NA,-9.5,50.25,GN1,NA,Pollack,POL,0.8763,O15M,DCF_landings,2,ENG
2006,NA,-9.5,50.25,GN1,NA,Pollack,POL,0.3909,O15M,DCF_landings,3,ENG
2006,NA,-8.5,50.25,GN1,NA,Pollack,POL,0.1605,O15M,DCF_landings,1,ENG
2006,NA,-8.5,50.25,GN1,NA,Pollack,POL,1.3478,O15M,DCF_landings,2,ENG
2006,NA,-8.5,50.25,GN1,NA,Pollack,POL,2.8821,O15M,DCF_landings,3,ENG
2006,NA,-8.5,50.25,GN1,NA,Pollack,POL,2.2503,O15M,DCF_landings,4,ENG
2006,NA,-7.5,50.25,GN1,NA,Pollack,POL,7.6858,O15M,DCF_landings,1,ENG
2006,NA,-7.5,50.25,GN1,NA,Pollack,POL,1.2321,O15M,DCF_landings,2,ENG
2006,NA,-7.5,50.25,GN1,NA,Pollack,POL,8.5585,O15M,DCF_landings,3,ENG
2006,NA,-7.5,50.25,GN1,NA,Pollack,POL,13.2815,O15M,DCF_landings,4,ENG
2006,NA,-6.5,50.25,GN1,NA,Pollack,POL,30.7229,O15M,DCF_landings,1,ENG
2006,NA,-6.5,50.25,GN1,NA,Pollack,POL,2.1426,O15M,DCF_landings,2,ENG
2006,NA,-6.5,50.25,GN1,NA,Pollack,POL,3.4826,O15M,DCF_landings,3,ENG
2006,NA,-6.5,50.25,GN1,NA,Pollack,POL,11.6591,O15M,DCF_landings,4,ENG
2006,NA,-5.5,50.25,GN1,NA,Pollack,POL,0.2906,O15M,DCF_landings,1,ENG
2006,NA,-5.5,50.25,GN1,NA,Pollack,POL,0.0166,O15M,DCF_landings,2,ENG
2006,NA,-5.5,50.25,GN1,NA,Pollack,POL,0.0385,O15M,DCF_landings,3,ENG
2006,NA,-5.5,50.25,GN1,NA,Pollack,POL,0.0456,O15M,DCF_landings,4,ENG
2006,NA,-9.5,50.75,GN1,NA,Pollack,POL,5.9819,O15M,DCF_landings,1,ENG
2006,NA,-9.5,50.75,GN1,NA,Pollack,POL,1.1006,O15M,DCF_landings,2,ENG
2006,NA,-9.5,50.75,GN1,NA,Pollack,POL,8.8186,O15M,DCF_landings,3,ENG
2006,NA,-9.5,50.75,GN1,NA,Pollack,POL,0.005,O15M,DCF_landings,4,ENG
2006,NA,-8.5,50.75,GN1,NA,Pollack,POL,0.3168,O15M,DCF_landings,2,ENG
2006,NA,-8.5,50.75,GN1,NA,Pollack,POL,4.849,O15M,DCF_landings,3,ENG
2006,NA,-8.5,50.75,GN1,NA,Pollack,POL,4.4085,O15M,DCF_landings,4,ENG
2006,NA,-7.5,50.75,GN1,NA,Pollack,POL,0.1946,O15M,DCF_landings,2,ENG
2006,NA,-7.5,50.75,GN1,NA,Pollack,POL,0.1539,O15M,DCF_landings,3,ENG
2006,NA,-7.5,50.75,GN1,NA,Pollack,POL,2.0588,O15M,DCF_landings,4,ENG
2006,NA,-6.5,50.75,GN1,NA,Pollack,POL,11.8987,O15M,DCF_landings,1,ENG
2006,NA,-6.5,50.75,GN1,NA,Pollack,POL,1.8699,O15M,DCF_landings,2,ENG
2006,NA,-6.5,50.75,GN1,NA,Pollack,POL,3.2513,O15M,DCF_landings,3,ENG
2006,NA,-6.5,50.75,GN1,NA,Pollack,POL,5.3444,O15M,DCF_landings,4,ENG
2006,NA,-5.5,50.75,GN1,NA,Pollack,POL,0.9094,O15M,DCF_landings,1,ENG
2006,NA,-5.5,50.75,GN1,NA,Pollack,POL,0.1979,O15M,DCF_landings,4,ENG
2006,NA,-11.5,51.25,GN1,NA,Pollack,POL,1.932,O15M,DCF_landings,3,ENG
2006,NA,-10.5,51.25,GN1,NA,Pollack,POL,1.6422,O15M,DCF_landings,3,ENG
2006,NA,-9.5,51.25,GN1,NA,Pollack,POL,0.9472,O15M,DCF_landings,2,ENG
2006,NA,-9.5,51.25,GN1,NA,Pollack,POL,2.5599,O15M,DCF_landings,3,ENG
2006,NA,-8.5,51.25,GN1,NA,Pollack,POL,6.3703,O15M,DCF_landings,1,ENG
2006,NA,-8.5,51.25,GN1,NA,Pollack,POL,0.5953,O15M,DCF_landings,2,ENG
2006,NA,-8.5,51.25,GN1,NA,Pollack,POL,1.5098,O15M,DCF_landings,4,ENG
2006,NA,-7.5,51.25,GN1,NA,Pollack,POL,14.1978,O15M,DCF_landings,1,ENG
